video_path,start,end,label
hit/24_Baseball_hits_in_31_seconds_hit_f_cm_np1_fr_bad_1.avi,0,20,hit
hit/50_FIRST_DATES_hit_f_cm_np1_ri_bad_17.avi,0,20,hit
hit/Atlantis-__Hit_Me_With_Your_Rhythm_Stick__hit_f_cm_np1_fr_bad_0.avi,0,20,hit
hit/Atlantis-__Hit_Me_With_Your_Rhythm_Stick__hit_u_cm_np1_ba_bad_1.avi,0,20,hit
hit/Atlantis-__Hit_Me_With_Your_Rhythm_Stick__hit_u_cm_np1_ba_bad_3.avi,0,20,hit
hit/BATMAN_BEGINS_hit_u_cm_np1_fr_bad_6.avi,0,20,hit
hit/Baseball_Bat_V_S__Computer_Monitor_hit_f_cm_np1_fr_bad_3.avi,0,20,hit
hit/Baseball_Bat_V_S__Computer_Monitor_hit_f_cm_np1_fr_bad_4.avi,0,20,hit
hit/Baseball_Bat_V_S__Computer_Monitor_hit_f_cm_np1_ri_bad_0.avi,0,20,hit
hit/Baseball_Bat_V_S__Computer_Monitor_hit_f_cm_np1_ri_bad_1.avi,0,20,hit
hit/Baseball_Bat_V_S__Computer_Monitor_hit_f_cm_np1_ri_bad_2.avi,0,20,hit
hit/Bela_B__am_Schlagzeug_bei__zu_sp_t__am_23_08_08_Uelzen_hit_u_cm_np1_fr_bad_0.avi,0,20,hit
hit/Collins_getting_hit_with_a_stick_on_the_head_hit_f_cm_np1_le_bad_0.avi,0,20,hit
hit/Collins_getting_hit_with_a_stick_on_the_head_hit_f_cm_np1_le_bad_4.avi,0,20,hit
hit/Collins_getting_hit_with_a_stick_on_the_head_hit_u_cm_np1_fr_bad_1.avi,0,20,hit
hit/Destruction_of_a_TV_hit_f_cm_np1_ba_bad_1.avi,0,20,hit
hit/Destruction_of_a_TV_hit_f_cm_np1_le_bad_4.avi,0,20,hit
hit/Destruction_of_a_TV_hit_f_cm_np1_ri_bad_0.avi,0,20,hit
hit/Destruction_of_a_TV_hit_f_cm_np1_ri_bad_2.avi,0,20,hit
hit/Destruction_of_a_TV_hit_f_cm_np1_ri_bad_3.avi,0,20,hit
hit/Drum_Beats_-_Drum_Beats-_Slow_Blues_hit_u_cm_np1_le_bad_0.avi,0,20,hit
hit/Drum_Beats_-_Drum_Beats-_Slow_Blues_hit_u_cm_np1_le_bad_2.avi,0,20,hit
hit/EVOLUTION_hit_u_cm_np1_fr_bad_20.avi,0,20,hit
hit/Einde_van_Opel_Kadett_hit_f_cm_np1_le_bad_2.avi,0,20,hit
hit/Einde_van_Opel_Kadett_hit_f_cm_np1_le_bad_3.avi,0,20,hit
hit/Einde_van_Opel_Kadett_hit_f_cm_np1_ri_bad_10.avi,0,20,hit
hit/Einde_van_Opel_Kadett_hit_f_cm_np1_ri_bad_5.avi,0,20,hit
hit/Einde_van_Opel_Kadett_hit_f_cm_np1_ri_bad_9.avi,0,20,hit
hit/Einde_van_Opel_Kadett_hit_u_cm_np1_fr_bad_0.avi,0,20,hit
hit/Einde_van_Opel_Kadett_hit_u_cm_np1_fr_bad_1.avi,0,20,hit
hit/Einde_van_Opel_Kadett_hit_u_cm_np2_fr_bad_6.avi,0,20,hit
hit/Einde_van_Opel_Kadett_hit_u_cm_np2_fr_bad_7.avi,0,20,hit
hit/Einde_van_Opel_Kadett_hit_u_cm_np2_fr_bad_8.avi,0,20,hit
hit/Glory_hit_u_cm_np1_ba_bad_44.avi,0,20,hit
hit/HARD_FACE_SLAP_COMPILATION_-_THE_FUNNIEST_FACE_SLAPS_EVER!!_-_Old_school_Vids_hit_u_cm_np1_ri_bad_2.avi,0,20,hit
hit/HARD_FACE_SLAP_COMPILATION_hit_f_cm_np1_fr_bad_0.avi,0,20,hit
hit/IamLegend_hit_u_cm_np1_fr_bad_14.avi,0,20,hit
hit/Jaten_getting_hit_with_stick_hit_f_cm_np1_ba_bad_0.avi,0,20,hit
hit/Joey_Jordison_drum_solo_hit_u_cm_np1_ba_bad_0.avi,0,20,hit
hit/Joey_Jordison_drum_solo_hit_u_cm_np1_le_bad_1.avi,0,20,hit
hit/Mac_Smashing_hit_f_cm_np1_le_bad_2.avi,0,20,hit
hit/Mac_Smashing_hit_f_cm_np1_le_bad_3.avi,0,20,hit
hit/Mac_Smashing_hit_f_cm_np1_ri_bad_0.avi,0,20,hit
hit/Mac_Smashing_hit_f_cm_np1_ri_bad_1.avi,0,20,hit
hit/RomeEpisode1_hit_u_nm_np1_fr_bad_2.avi,0,20,hit
hit/Schnaaper_Crew__Eisbaden_(2007)_hit_f_cm_np1_fr_bad_5.avi,0,20,hit
hit/Schnaaper_Crew__Eisbaden_(2007)_hit_f_cm_np1_fr_bad_6.avi,0,20,hit
hit/Schnaaper_Crew__Eisbaden_(2007)_hit_f_cm_np1_le_bad_0.avi,0,20,hit
hit/Schnaaper_Crew__Eisbaden_(2007)_hit_f_cm_np1_le_bad_1.avi,0,20,hit
hit/Schnaaper_Crew__Eisbaden_(2007)_hit_f_cm_np1_le_bad_3.avi,0,20,hit
hit/SweeneyTodd_hit_u_nm_np1_fr_bad_2.avi,0,20,hit
hit/THE_PROTECTOR_hit_f_cm_np1_ba_bad_39.avi,0,20,hit
hit/THE_PROTECTOR_hit_u_cm_np1_ri_bad_97.avi,0,20,hit
hit/TV_Recycling_hit_f_cm_np1_fr_bad_5.avi,0,20,hit
hit/TV_Recycling_hit_f_cm_np1_le_bad_1.avi,0,20,hit
hit/TV_Recycling_hit_f_cm_np1_le_bad_2.avi,0,20,hit
hit/TV_Recycling_hit_f_cm_np1_le_bad_3.avi,0,20,hit
hit/TheBoondockSaints_hit_u_nm_np1_le_bad_104.avi,0,20,hit
hit/TrumanShow_hit_u_cm_np1_ba_bad_32.avi,0,20,hit
hit/TrumanShow_hit_u_cm_np1_ba_bad_33.avi,0,20,hit
hit/TrumanShow_hit_u_cm_np1_ba_bad_35.avi,0,20,hit
hit/Vorschlaghammer_gegen_Kudugal_hit_f_cm_np1_ba_bad_1.avi,0,20,hit
hit/Vorschlaghammer_gegen_Kudugal_hit_f_cm_np1_ba_bad_2.avi,0,20,hit
hit/Vorschlaghammer_hit_f_cm_np1_fr_bad_0.avi,0,20,hit
hit/Vorschlaghammer_hit_f_cm_np1_fr_bad_1.avi,0,20,hit
hit/Vorschlaghammer_hit_f_cm_np1_fr_bad_2.avi,0,20,hit
hit/Wayne_Rooney_At_Home_Funny_Must_See_hit_u_nm_np1_fr_goo_0.avi,0,20,hit
hit/chris_troy_getting_hit_in_the_back_with_a_stick_hit_f_cm_np1_ri_bad_0.avi,0,20,hit
hit/wut_ablassen__ganz_legal_hit_f_cm_np1_le_bad_1.avi,0,20,hit
hit/wut_ablassen__ganz_legal_hit_u_cm_np1_le_bad_0.avi,0,20,hit
kick/American_History_X_kick_l_cm_np1_le_med_33.avi,0,20,kick
kick/Best_fight_scene_in_history_of_movie_kick_f_cm_np2_ba_bad_2.avi,0,20,kick
kick/Best_fight_scene_in_history_of_movie_kick_f_cm_np2_ri_bad_0.avi,0,20,kick
kick/CharlieAndTheChocolateFactory_kick_f_nm_np1_ri_med_19.avi,0,20,kick
kick/LONGESTYARD_kick_f_cm_np1_ri_med_16.avi,0,20,kick
kick/Pirates_6_kick_f_nm_np1_fr_bad_7.avi,0,20,kick
kick/THE_PROTECTOR_kick_f_cm_np1_ba_med_63.avi,0,20,kick
kick/THE_PROTECTOR_kick_f_cm_np1_ba_med_69.avi,0,20,kick
kick/THE_PROTECTOR_kick_f_cm_np1_ba_med_72.avi,0,20,kick
kick/THE_PROTECTOR_kick_f_cm_np1_fr_bad_53.avi,0,20,kick
kick/THE_PROTECTOR_kick_f_cm_np1_fr_med_48.avi,0,20,kick
kick/THE_PROTECTOR_kick_f_cm_np1_fr_med_52.avi,0,20,kick
kick/THE_PROTECTOR_kick_f_cm_np1_ri_bad_38.avi,0,20,kick
kick/THE_PROTECTOR_kick_f_cm_np1_ri_med_46.avi,0,20,kick
kick/THE_PROTECTOR_kick_f_cm_np1_ri_med_54.avi,0,20,kick
kick/THE_PROTECTOR_kick_f_cm_np1_ri_med_66.avi,0,20,kick
kick/THE_PROTECTOR_kick_f_cm_np2_ri_med_81.avi,0,20,kick
kick/THE_PROTECTOR_kick_f_nm_np1_ba_bad_17.avi,0,20,kick
kick/THE_PROTECTOR_kick_f_nm_np1_ba_bad_22.avi,0,20,kick
kick/THE_PROTECTOR_kick_f_nm_np1_ba_med_19.avi,0,20,kick
kick/THE_PROTECTOR_kick_f_nm_np1_ba_med_77.avi,0,20,kick
kick/THE_PROTECTOR_kick_f_nm_np1_ba_med_9.avi,0,20,kick
kick/THE_PROTECTOR_kick_f_nm_np1_fr_med_3.avi,0,20,kick
kick/THE_PROTECTOR_kick_f_nm_np1_fr_med_68.avi,0,20,kick
kick/THE_PROTECTOR_kick_f_nm_np2_fr_bad_78.avi,0,20,kick
kick/THE_PROTECTOR_kick_u_cm_np1_ri_med_47.avi,0,20,kick
kick/TheBoondockSaints_kick_f_cm_np1_fr_med_123.avi,0,20,kick
kick/TheBoondockSaints_kick_f_cm_np1_fr_med_88.avi,0,20,kick
kick/The_Matrix_2_kick_f_cm_np1_le_med_6.avi,0,20,kick
kick/The_Matrix_2_kick_f_cm_np1_ri_med_5.avi,0,20,kick
kick/The_Matrix_3_kick_f_cm_np1_fr_med_5.avi,0,20,kick
kick/The_Matrix_3_kick_f_cm_np1_le_med_2.avi,0,20,kick
kick/The_Matrix_3_kick_f_nm_np1_fr_med_0.avi,0,20,kick
kick/The_Matrix_3_kick_f_nm_np1_le_med_1.avi,0,20,kick
kick/The_Matrix_5_kick_f_cm_np1_fr_bad_16.avi,0,20,kick
kick/The_Matrix_5_kick_f_cm_np1_fr_med_19.avi,0,20,kick
kick/The_Matrix_5_kick_f_cm_np1_fr_med_6.avi,0,20,kick
kick/The_Matrix_5_kick_f_cm_np1_le_med_13.avi,0,20,kick
kick/The_Matrix_5_kick_u_nm_np1_fr_bad_14.avi,0,20,kick
kick/The_Matrix_Revolutions_2_kick_f_cm_np1_ba_bad_2.avi,0,20,kick
kick/Two_Towers_3_kick_f_nm_np1_fr_bad_5.avi,0,20,kick
kick/Two_Towers_6_kick_f_cm_np1_ba_bad_7.avi,0,20,kick
kick/Veoh_Alpha_Dog_1_kick_f_nm_np1_ba_med_48.avi,0,20,kick
kick/Veoh_Alpha_Dog_1_kick_f_nm_np1_ri_med_37.avi,0,20,kick
kick/Veoh_Alpha_Dog_1_kick_f_nm_np1_ri_med_50.avi,0,20,kick
kick/kick__Baddest_Fight_Scenes_EVER!_-_Kickboxer_-_Part_1_of_2_kick_f_cm_np1_fr_med_11.avi,0,20,kick
