video_path,start,end,label
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g01_c01.avi,0,4,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g01_c02.avi,0,6,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g01_c03.avi,0,6,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g01_c04.avi,0,3,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g01_c05.avi,0,4,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g01_c06.avi,0,4,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g01_c07.avi,0,3,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g02_c01.avi,0,1,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g02_c02.avi,0,1,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g02_c03.avi,0,3,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g02_c04.avi,0,2,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g02_c05.avi,0,4,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g02_c06.avi,0,4,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g03_c01.avi,0,4,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g03_c02.avi,0,4,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g03_c03.avi,0,4,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g03_c04.avi,0,2,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g03_c05.avi,0,4,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g03_c06.avi,0,2,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g04_c01.avi,0,3,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g04_c02.avi,0,3,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g04_c03.avi,0,3,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g04_c04.avi,0,2,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g05_c01.avi,0,4,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g05_c02.avi,0,3,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g05_c03.avi,0,3,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g05_c04.avi,0,2,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g06_c01.avi,0,2,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g06_c02.avi,0,3,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g06_c03.avi,0,3,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g06_c04.avi,0,2,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g07_c01.avi,0,4,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g07_c02.avi,0,3,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g07_c03.avi,0,5,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g07_c04.avi,0,3,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/BasketballDunk/v_BasketballDunk_g01_c01.avi,0,2,BasketballDunk
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/BasketballDunk/v_BasketballDunk_g01_c02.avi,0,2,BasketballDunk
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/BasketballDunk/v_BasketballDunk_g01_c03.avi,0,2,BasketballDunk
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/BasketballDunk/v_BasketballDunk_g01_c04.avi,0,2,BasketballDunk
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/BasketballDunk/v_BasketballDunk_g01_c05.avi,0,2,BasketballDunk
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/BasketballDunk/v_BasketballDunk_g01_c06.avi,0,3,BasketballDunk
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/BasketballDunk/v_BasketballDunk_g01_c07.avi,0,2,BasketballDunk
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/BasketballDunk/v_BasketballDunk_g02_c01.avi,0,2,BasketballDunk
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/BasketballDunk/v_BasketballDunk_g02_c02.avi,0,4,BasketballDunk
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/BasketballDunk/v_BasketballDunk_g02_c03.avi,0,2,BasketballDunk
