video_path,start,end,label
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g08_c01.avi,0,5,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g08_c02.avi,0,2,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g08_c03.avi,0,3,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g08_c04.avi,0,3,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g09_c01.avi,0,3,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g09_c02.avi,0,3,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g09_c03.avi,0,2,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g09_c04.avi,0,3,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g09_c05.avi,0,4,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g10_c01.avi,0,4,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g10_c02.avi,0,4,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g10_c03.avi,0,3,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g10_c04.avi,0,3,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g10_c05.avi,0,3,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g11_c01.avi,0,3,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g11_c02.avi,0,4,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g11_c03.avi,0,2,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g11_c04.avi,0,2,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g11_c05.avi,0,2,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g12_c01.avi,0,9,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g12_c02.avi,0,6,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g12_c03.avi,0,4,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g12_c04.avi,0,7,Basketball
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/UCF101/data/Basketball/v_Basketball_g12_c05.avi,0,7,Basketball
