video_path,start,end,label
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/data/ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c01.avi,0,6,ApplyEyeMakeup
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/data/ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c02.avi,0,4,ApplyEyeMakeup
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/data/ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c03.avi,0,10,ApplyEyeMakeup
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/data/ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c04.avi,0,9,ApplyEyeMakeup
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/data/ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c05.avi,0,11,ApplyEyeMakeup
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/data/ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c06.avi,0,4,ApplyEyeMakeup
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/data/ApplyEyeMakeup/v_ApplyEyeMakeup_g02_c01.avi,0,6,ApplyEyeMakeup
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/data/ApplyEyeMakeup/v_ApplyEyeMakeup_g02_c02.avi,0,5,ApplyEyeMakeup
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/data/ApplyEyeMakeup/v_ApplyEyeMakeup_g02_c03.avi,0,8,ApplyEyeMakeup
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/data/ApplyEyeMakeup/v_ApplyEyeMakeup_g02_c04.avi,0,6,ApplyEyeMakeup
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/data/ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c01.avi,0,8,ApplyEyeMakeup
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/data/ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c02.avi,0,5,ApplyEyeMakeup
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/data/ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c03.avi,0,4,ApplyEyeMakeup
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/data/ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c04.avi,0,4,ApplyEyeMakeup
