video_path,start,end,label
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/data/ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c01.avi,0,4,ApplyEyeMakeup
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/data/ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c02.avi,0,4,ApplyEyeMakeup
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/data/ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c03.avi,0,5,ApplyEyeMakeup
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/data/ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c04.avi,0,8,ApplyEyeMakeup
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/data/ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c05.avi,0,11,ApplyEyeMakeup
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/data/ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c01.avi,0,7,ApplyEyeMakeup
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/data/ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c02.avi,0,10,ApplyEyeMakeup
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/data/ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c03.avi,0,8,ApplyEyeMakeup
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/data/ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c04.avi,0,7,ApplyEyeMakeup
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/data/ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c05.avi,0,7,ApplyEyeMakeup
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/data/ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c06.avi,0,7,ApplyEyeMakeup
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/data/ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c07.avi,0,10,ApplyEyeMakeup
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/data/ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c01.avi,0,6,ApplyEyeMakeup
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/data/ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c02.avi,0,3,ApplyEyeMakeup
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/data/ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c03.avi,0,4,ApplyEyeMakeup
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/data/ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c04.avi,0,4,ApplyEyeMakeup
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/data/ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c05.avi,0,4,ApplyEyeMakeup
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/data/ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c01.avi,0,5,ApplyEyeMakeup
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/data/ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c02.avi,0,7,ApplyEyeMakeup
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/data/ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c03.avi,0,5,ApplyEyeMakeup
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/data/ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c04.avi,0,5,ApplyEyeMakeup
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/data/ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c05.avi,0,7,ApplyEyeMakeup
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/data/ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c01.avi,0,9,ApplyEyeMakeup
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/data/ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c02.avi,0,4,ApplyEyeMakeup
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/data/ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c03.avi,0,5,ApplyEyeMakeup
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/data/ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c04.avi,0,8,ApplyEyeMakeup
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/data/ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c05.avi,0,5,ApplyEyeMakeup
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/data/ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c06.avi,0,8,ApplyEyeMakeup
/home/vlso/Documents/GitHub/DMVR/examples/UCF101/data/ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c01.avi,0,7,ApplyEyeMakeup
